stn,year,f0_
110010,2017,49.471513353115725
110080,2017,47.58292011019284
110100,2017,50.22782369146006
110120,2017,50.326446280991746
110161,2017,60.5
110162,2017,57.10257142857142
110165,2017,54.424
110180,2017,50.688429752066114
110190,2017,47.35123966942151
110200,2017,46.5388429752066
110210,2017,47.01597796143252
110220,2017,51.30468319559228
110240,2017,46.51691394658753
110250,2017,49.264391691394664
110270,2017,52.756083086053415
110300,2017,52.50330578512398
110320,2017,51.565840220385674
110340,2017,54.974655647382924
110350,2017,53.16887052341597
110360,2017,52.36703296703296
110370,2017,54.11839762611276
110400,2017,52.85647382920109
110510,2017,50.01845730027548
110530,2017,50.949851632047476
110550,2017,50.13746556473829
110590,2017,51.347774480712154
110600,2017,51.60495867768595
110700,2017,52.091735537190075
110750,2017,51.292837465564745
110780,2017,48.06749311294766
110800,2017,52.426112759643914
110820,2017,53.109917355371906
110830,2017,50.57477744807122
110850,2017,53.04777448071217
110900,2017,54.725816023738865
111010,2017,51.01129476584022
111050,2017,52.35430267062314
111100,2017,36.7652818991098
111120,2017,50.128783382789315
111190,2017,42.252892561983465
111200,2017,49.151648351648376
111210,2017,49.12699724517905
111260,2017,33.85537190082645
111270,2017,38.778041543026696
111300,2017,48.9564738292011
111360,2017,45.40979228486647
111370,2017,46.34124629080119
111380,2017,32.769972451790636
111400,2017,47.31074380165289
111410,2017,47.21239669421487
111420,2017,48.7
111440,2017,47.73946587537092
111460,2017,24.779999999999998
111470,2017,47.7275641025641
111480,2017,44.36795252225519
111490,2017,37.919283746556474
111500,2017,49.675549450549454
111520,2017,49.482920110192836
111530,2017,50.21750741839762
111550,2017,39.847658402203855
111570,2017,46.659779614325075
111610,2017,42.24104683195593
111650,2017,47.503030303030314
111700,2017,45.94517906336088
111710,2017,45.225895316804404
111730,2017,46.72195845697329
111750,2017,49.297796143250686
111800,2017,40.823145400593475
111820,2017,51.885950413223135
111850,2017,46.30936639118458
111900,2017,53.04545454545454
111920,2017,50.51129476584021
111930,2017,51.349851632047475
111940,2017,56.59700374531834
112010,2017,44.51845730027547
112040,2017,48.683471074380165
112120,2017,31.261971830985917
112130,2017,50.11873278236914
112140,2017,44.81349862258954
112200,2017,45.1823691460055
112250,2017,45.632782369146
112270,2017,48.7633608815427
112290,2017,50.306824925816024
112310,2017,49.52479338842975
112320,2017,49.85281899109793
112340,2017,48.95400593471808
112400,2017,50.07802197802198
112410,2017,41.59366391184573
112420,2017,50.524925816023746
112440,2017,50.90358126721764
112520,2017,44.99063360881542
112550,2017,48.22947658402204
112600,2017,44.502077151335314
112630,2017,47.499703264094954
112650,2017,35.004444444444445
112700,2017,47.77355371900826
112720,2017,48.046280991735536
112750,2017,46.33002754820937
112780,2017,51.63026706231455
112800,2017,46.12865013774105
112850,2017,50.498347107438
112900,2017,51.99228650137741
112920,2017,50.888980716253435
112960,2017,51.250688705234175
112980,2017,51.01873278236914
113010,2017,47.60110192837465
113020,2017,51.64569732937685
113040,2017,46.23857566765578
113080,2017,42.16765578635016
113100,2017,34.935537190082634
113120,2017,40.80623145400593
113160,2017,29.675667655786352
113180,2017,22.326586102719034
113250,2017,50.82848664688427
113300,2017,48.66201780415431
113310,2017,50.968249258160235
113320,2017,52.452818991097914
113370,2017,41.63976261127596
113400,2017,38.54451038575667
113430,2017,23.98760330578512
113450,2017,46.504683195592285
113460,2017,45.28130563798219
113480,2017,44.254599406528186
113490,2017,41.21305637982196
113500,2017,51.33501483679526
113510,2017,43.154820936639105
113520,2017,30.027397260273972
113550,2017,47.67052341597797
113560,2017,46.2289256198347
113570,2017,48.67548209366391
113580,2017,44.9716253443526
113590,2017,45.783746556473815
113620,2017,47.4652818991098
113650,2017,47.93649851632048
113660,2017,44.18041543026708
113670,2017,44.72947658402204
113700,2017,50.16824925816024
113750,2017,45.63195592286501
113780,2017,47.85344352617081
113800,2017,50.14214876033058
113820,2017,48.59146005509641
113830,2017,43.773829201101925
113840,2017,42.75637982195847
113850,2017,46.62341597796142
113860,2017,50.21424332344214
113870,2017,53.670029673590506
113890,2017,51.28512396694215
113900,2017,52.26498516320475
113930,2017,53.10178041543027
113950,2017,54.45489614243325
170200,2017,57.14765840220385
170220,2017,58.766942148760336
170222,2017,54.92506887052341
170223,2017,61.25325203252033
170240,2017,60.163636363636364
170260,2017,59.317079889807175
170300,2017,59.659504132231405
170330,2017,61.09559228650137
170340,2017,61.12231404958679
170380,2017,60.3068870523416
170400,2017,62.316804407713484
170420,2017,62.41625344352618
170450,2017,58.124242424242446
170460,2017,45.353719008264456
170500,2017,62.46225895316805
170520,2017,61.29173553719009
170560,2017,58.52451790633609
170575,2017,57.17685950413223
170590,2017,60.401377410468314
170600,2017,60.88787878787878
170610,2017,59.07107438016528
170630,2017,49.08235294117647
170640,2017,60.79779614325069
170661,2017,60.706442577030806
170671,2017,56.20220385674931
170672,2017,56.100000000000016
170673,2017,57.488705234159774
170674,2017,59.439669421487594
170675,2017,62.923966942148766
170680,2017,55.58459383753501
170690,2017,60.232231404958675
170700,2017,54.2862258953168
170720,2017,58.657300275482086
170800,2017,56.504407713498615
170820,2017,54.37134986225895
170840,2017,55.475482093663906
170850,2017,61.529752066115705
170860,2017,56.90743801652893
170880,2017,55.10275482093664
170890,2017,53.19889807162535
170900,2017,45.90082644628098
170920,2017,52.59889807162534
170950,2017,45.22176308539945
170960,2017,42.50384615384615
170980,2017,40.86611570247934
170981,2017,66.66501766784452
170990,2017,46.78099173553718
171000,2017,59.70606060606061
171001,2017,57.652661064425786
171120,2017,60.67988980716254
171150,2017,58.385399449035795
171160,2017,61.9573002754821
171170,2017,55.07539267015706
171185,2017,55.99473684210526
171190,2017,61.066942148760326
171200,2017,53.53085399449036
171240,2017,52.23498622589532
171280,2017,51.866115702479334
171290,2017,54.32865013774105
171295,2017,54.837190082644625
171300,2017,55.40853994490359
171350,2017,55.972451790633606
171400,2017,53.22837465564738
171500,2017,58.551515151515154
171550,2017,56.47685950413222
171600,2017,58.23719008264464
171650,2017,60.945179063360875
171700,2017,49.592286501377416
171750,2017,64.99338842975204
171800,2017,66.13415977961434
171840,2017,62.42589531680441
171860,2017,64.36391184573002
171865,2017,45.05730027548209
171880,2017,55.16280991735538
171890,2017,57.97426160337553
171900,2017,54.15798045602607
171910,2017,57.13829201101929
171920,2017,58.984297520661165
171930,2017,56.61184573002754
171950,2017,52.72837465564739
171970,2017,59.135261707988974
172000,2017,57.245730027548205
172005,2017,55.42203856749312
172006,2017,52.166391184573
172020,2017,57.09146005509643
172030,2017,59.83911845730026
