stn,year,temp,dewp,slp,stp,visib,prcp
110010,2018,43.79021739130437,37.295652173913055,1020.0673913043478,946.808695652174,999.9,4.53
110080,2018,49.9814606741573,69.40589887640444,1016.5342696629215,945.965449438203,999.9,4429.1199999999935
110100,2018,52.7534818941504,43.264345403899775,9974.892479108636,9974.790250696378,5.759331476323122,5823.829999999991
110120,2018,52.21288515406163,42.55378151260503,1016.6792717086837,970.4655462184875,155.2669467787114,29.89999999999999
110162,2018,57.59185393258425,42.00646067415731,9999.9,9999.9,13.879213483146065,10598.939999999982
110165,2018,56.1042735042735,43.29316239316234,9999.9,9999.9,16.544159544159527,13198.679999999977
110180,2018,52.85617977528089,44.605337078651694,1016.4890449438203,984.9783707865166,999.9,3923.7899999999927
110190,2018,48.98735955056183,96.8696629213483,1016.8766853932581,945.5831460674158,961.1047752808986,3521.629999999996
110200,2018,48.243785310734474,41.16638418079097,1016.8090395480227,956.9889830508474,999.9,3918.2099999999955
110210,2018,48.89410112359552,41.244662921348294,1017.0463483146069,951.3716292134833,617.0050561797758,4319.489999999994
110220,2018,52.926050420168075,42.59299719887951,1016.2288515406162,978.1913165266106,629.0837535014009,14.849999999999989
110240,2018,41.0236559139785,35.65806451612903,9999.9,908.2591397849465,999.9,3.5600000000000005
110250,2018,42.31538461538463,36.96593406593407,1020.4758241758244,952.254945054945,978.1505494505493,5.669999999999999
110270,2018,46.10434782608695,38.94565217391303,1020.6695652173914,995.6586956521737,999.9,3.6900000000000004
110300,2018,55.43408450704227,44.75971830985915,7698.196056338024,7692.637746478873,21.887323943661976,4524.909999999995
110320,2018,53.54915730337078,43.602528089887656,1016.5943820224719,991.9323033707866,410.13174157303365,3717.8599999999965
110340,2018,56.63595505617976,43.10955056179776,1016.3800561797747,995.1561797752807,999.9,3723.199999999995
110350,2018,54.80476190476188,43.97703081232493,1016.2753501400557,991.4453781512607,17.25938375350139,927.5199999999992
110360,2018,54.04233983286907,44.20362116991641,9974.890807799442,9974.830919220056,174.7038997214484,7715.07999999999
110370,2018,46.719780219780226,38.830769230769256,1020.7153846153846,1001.9934065934066,999.9,4.449999999999999
110400,2018,54.42219101123597,44.43258426966298,1016.4592696629213,992.6682584269668,999.9,3820.589999999997
110510,2018,52.453370786516864,43.3671348314607,1016.0912921348317,970.1651685393257,999.9,3530.359999999997
110530,2018,44.62608695652173,38.80434782608695,1020.395652173913,968.767391304348,537.630434782609,7.289999999999999
110550,2018,52.65112359550561,43.74662921348312,1016.4314606741567,979.188483146068,999.9,3126.6999999999944
110590,2018,44.844086021505376,38.20000000000001,1020.6311827956988,982.6569892473119,999.9,6.379999999999998
110600,2018,54.269943820224704,43.427808988764056,1016.2884831460672,985.1002808988768,999.9,3418.9299999999957
110700,2018,53.779213483146066,42.64634831460669,1016.6435393258428,992.2233146067418,999.9,3220.2799999999975
110750,2018,53.24241573033705,43.08455056179777,1016.9370786516853,991.7761235955059,999.9,4118.839999999995
110780,2018,49.80393258426964,41.926966292134836,1016.5112359550561,935.4376404494385,735.1994382022473,3729.919999999995
110800,2018,45.95000000000002,38.95326086956522,1021.0054347826089,993.3478260869566,999.9,7.539999999999998
110820,2018,54.555056179775335,43.997752808988764,1017.1182584269665,990.7654494382019,999.9,3724.7699999999977
110830,2018,43.77826086956521,38.03260869565219,1020.5000000000001,965.3967391304346,999.9,3.1000000000000005
110850,2018,45.982608695652196,39.614130434782616,1020.8228260869565,1002.9336956521739,999.9,3.4500000000000006
110900,2018,73.9,52.7,1022.3,1003.6,999.9,0.0
111010,2018,52.91176470588237,44.12997198879553,1016.2266106442576,964.7310924369737,701.0288515406163,44.79999999999999
111050,2018,46.863440860215064,40.550537634408634,1020.2344086021503,968.0365591397849,999.9,8.25
111100,2018,34.61612903225806,25.743010752688168,9999.9,791.5698924731183,999.9,12.089999999999996
111120,2018,43.57956989247311,34.96451612903226,1021.5354838709678,926.4268817204303,999.9,8.209999999999999
111190,2018,44.01573033707867,36.74606741573036,9999.9,882.3837078651683,999.9,4933.509999999994
