stn,year,f0_
110010,2019,49.824999999999996
110080,2019,48.909315068493164
110100,2019,51.59972602739726
110120,2019,51.655769230769245
110162,2019,57.440109890109895
110165,2019,56.23616438356164
110180,2019,52.0046703296703
110190,2019,48.756868131868124
110200,2019,48.04383561643835
110210,2019,48.40876712328769
110220,2019,52.682142857142864
110240,2019,46.960989010989024
110250,2019,49.41813186813185
110270,2019,53.10109890109889
110300,2019,53.65616438356165
110320,2019,53.00301369863013
110340,2019,56.351373626373636
110350,2019,54.600547945205484
110360,2019,53.92465753424657
110370,2019,54.169505494505486
110400,2019,54.188461538461524
110510,2019,47.71601307189541
110530,2019,51.044505494505486
110550,2019,51.40357142857142
110590,2019,51.339835164835165
110600,2019,53.00467032967032
110700,2019,53.28131868131868
110750,2019,52.751648351648356
110780,2019,50.041369863013706
110800,2019,52.687362637362625
110820,2019,54.337087912087895
110830,2019,50.9837912087912
110850,2019,52.97939560439563
110900,2019,47.7
111010,2019,51.85989010989012
111050,2019,52.23443526170799
111100,2019,36.508791208791216
111120,2019,49.109065934065924
111190,2019,43.05972602739726
111200,2019,50.36876712328768
111210,2019,50.3043956043956
111260,2019,34.412362637362634
111270,2019,38.023076923076935
111300,2019,49.95549450549451
111360,2019,45.150000000000006
111370,2019,34.6
111380,2019,33.66191780821919
111400,2019,48.528767123287686
111410,2019,48.10657534246573
111420,2019,42.01666666666667
111440,2019,47.98785714285714
111460,2019,25.412885154061627
111480,2019,44.292857142857144
111490,2019,38.692582417582415
111500,2019,51.28876712328767
111520,2019,50.47170329670328
111530,2019,50.365934065934056
111550,2019,41.29395604395603
111570,2019,47.50383561643834
111610,2019,43.4131506849315
111650,2019,49.179999999999986
111700,2019,47.378082191780834
111710,2019,46.615890410958905
111730,2019,35.7
111750,2019,50.843956043956055
111760,2019,49.47582417582418
111800,2019,41.25686813186813
111820,2019,53.172328767123304
111850,2019,47.56565096952911
111900,2019,54.50521978021978
111920,2019,52.41616438356163
111930,2019,47.7
112010,2019,44.74410958904111
112040,2019,49.04917582417582
112130,2019,51.518356164383555
112140,2019,46.133972602739746
112200,2019,46.58736263736264
112250,2019,47.2625344352617
112270,2019,50.313461538461546
112290,2019,50.47170329670329
112310,2019,50.96739726027397
112320,2019,49.8489010989011
112340,2019,41.1
112400,2019,51.8772602739726
