stn,year,f0_
110010,2000,48.28383561643837
110080,2000,47.54917582417582
110100,2000,50.57213114754099
110120,2000,50.2205479452055
110150,2000,47.28410958904111
110180,2000,50.20083102493074
110190,2000,48.09423076923078
110200,2000,46.839452054794506
110210,2000,47.31232876712328
110220,2000,50.595762711864424
110240,2000,45.61484593837534
110280,2000,50.92076502732241
110300,2000,52.50958904109587
110320,2000,51.75863013698629
110340,2000,52.43333333333332
110350,2000,53.225753424657526
110360,2000,52.76174863387979
110510,2000,49.733698630136985
110550,2000,50.165826330532234
110600,2000,51.586575342465764
110750,2000,51.42054794520549
110780,2000,48.48076923076924
110820,2000,53.08246575342465
111010,2000,51.180327868852466
111050,2000,50.77355371900827
111120,2000,48.00082872928176
111200,2000,49.52568306010928
111260,2000,32.14714285714285
111280,2000,41.027071823204416
111300,2000,48.98524590163935
111350,2000,40.25195530726256
111360,2000,44.63112947658402
111380,2000,32.76712328767124
111400,2000,49.92738095238095
111410,2000,47.37272727272729
111440,2000,47.61885245901639
111460,2000,24.72561983471075
111470,2000,45.22093663911846
111480,2000,42.899534883720946
111490,2000,38.469971671388095
111500,2000,50.624863387978145
111520,2000,49.709972299168996
111530,2000,56.4
111540,2000,50.59753424657536
111550,2000,40.565753424657544
111560,2000,50.5831223628692
111570,2000,46.56493150684932
111650,2000,47.22225274725275
111700,2000,46.2564383561644
111720,2000,46.24262295081964
111740,2000,48.002739726027414
111800,2000,40.197428571428574
111820,2000,52.243561643835626
111850,2000,46.85698324022347
111900,2000,53.102191780821926
111920,2000,50.72754820936638
111940,2000,53.37287671232877
112040,2000,47.40437158469947
112070,2000,43.3
112100,2000,45.07163461538463
112120,2000,35.749717514124285
112130,2000,49.93846153846155
112140,2000,46.82087227414329
112310,2000,49.511475409836066
112400,2000,52.39617486338797
112410,2000,42.0232044198895
112450,2000,26.725
112480,2000,47.14066666666666
112520,2000,44.912643678160926
112550,2000,43.608547008547
112600,2000,44.776518218623494
112700,2000,47.87835616438355
112750,2000,46.518784530386746
112800,2000,46.175138121546944
112920,2000,50.95726027397258
113020,2000,51.845355191256836
113080,2000,41.10164383561645
113100,2000,34.99606060606062
113400,2000,39.57398843930637
113460,2000,43.9803867403315
113480,2000,42.92082191780823
113500,2000,50.84655647382918
113510,2000,43.504657534246576
113550,2000,47.993150684931514
113560,2000,47.28179271708685
113570,2000,49.59972602739726
113580,2000,45.18876712328765
113800,2000,50.425069637883006
113820,2000,49.0825484764543
113840,2000,42.061049723756916
113850,2000,47.54049586776861
170220,2000,56.94562841530055
170240,2000,60.246405228758164
170260,2000,59.41319648093841
170300,2000,41.52708333333334
170380,2000,58.593989071038244
170420,2000,60.34384858044163
170500,2000,57.779781420765026
170560,2000,57.92076502732241
170575,2000,47.31567164179105
170600,2000,59.47978142076505
170670,2000,62.76096096096098
170700,2000,50.670491803278686
