stn,year,f0_
110010,2011,48.251790633608806
110080,2011,47.5107438016529
110100,2011,50.568767123287664
110120,2011,50.021369863013696
110150,2011,47.34349030470914
110161,2011,52.1
110162,2011,55.22958904109589
110165,2011,53.85452054794521
110180,2011,50.27444444444445
110190,2011,46.99201101928374
110200,2011,46.07768595041321
110210,2011,46.7900826446281
110220,2011,50.97013698630137
110240,2011,45.1378453038674
110300,2011,52.36876712328767
110320,2011,50.68071625344353
110340,2011,54.24132231404959
110350,2011,52.19068493150685
110360,2011,51.273424657534235
110400,2011,52.22644628099175
110510,2011,49.82148760330579
110530,2011,49.57513812154698
110550,2011,50.01983471074381
110600,2011,51.63085399449036
110700,2011,51.19146005509643
110750,2011,50.89834710743801
110780,2011,47.65895316804409
110820,2011,52.57768595041322
111010,2011,51.01698630136986
111050,2011,51.08209366391185
111090,2011,39.8
111100,2011,37.47479224376732
111120,2011,49.15647382920109
111200,2011,49.41424657534247
111260,2011,35.35757575757576
111270,2011,38.44049586776858
111300,2011,48.998351648351644
111360,2011,44.90361111111112
111370,2011,45.328099173553724
111380,2011,34.265469613259675
111410,2011,47.55757575757575
111420,2011,48.99224376731302
111440,2011,47.966849315068494
111460,2011,25.91
111470,2011,45.42892561983471
111480,2011,42.923691460055096
111490,2011,39.03526170798898
111500,2011,49.90876712328766
111520,2011,49.28595041322313
111530,2011,49.052617079889814
111540,2011,50.486813186813194
111550,2011,41.243013698630136
111570,2011,47.091780821917816
111650,2011,47.18767123287671
111700,2011,45.60137741046831
111730,2011,46.020661157024804
111740,2011,47.529201101928365
111800,2011,40.66298342541436
111820,2011,50.86170798898072
111850,2011,46.35718232044198
111900,2011,51.96
111920,2011,49.61570247933885
111940,2011,52.53719008264463
112040,2011,48.148219178082186
112120,2011,36.89972222222222
112130,2011,49.60743801652892
112250,2011,45.49256198347107
112290,2011,48.50909090909091
112310,2011,49.113972602739715
112320,2011,47.97575757575758
112400,2011,49.94849315068492
112410,2011,42.10195530726257
112440,2011,50.33643835616438
112480,2011,51.31515151515152
112520,2011,45.10798898071625
112550,2011,47.908264462809925
112610,2011,48.53149171270718
112700,2011,47.66391184573003
112750,2011,46.259228650137736
112800,2011,46.18071625344352
112920,2011,50.38457300275483
113020,2011,52.617534246575346
113080,2011,42.45730027548209
113100,2011,36.27961432506886
113400,2011,31.523036649214664
113430,2011,25.607713498622587
113450,2011,47.03545706371191
113460,2011,43.90964187327824
113480,2011,43.361707988980726
113500,2011,50.201928374655644
113510,2011,44.04269972451791
113540,2011,48.317032967032965
113550,2011,47.68489010989011
113560,2011,47.31515151515152
113570,2011,49.61169916434541
113580,2011,44.474380165289254
113700,2011,48.63019390581717
113800,2011,49.152892561983464
113820,2011,48.04709141274239
113840,2011,42.10743801652892
113850,2011,46.520936639118474
113890,2011,50.820821917808225
170200,2011,55.47142857142856
170220,2011,56.77534246575341
170223,2011,48.85333333333333
170240,2011,57.25260273972602
170260,2011,57.806575342465756
170300,2011,61.09337016574585
170310,2011,56.300273972602746
170330,2011,60.52482269503546
170340,2011,58.192602739726034
170380,2011,58.338082191780806
170400,2011,56.280476190476186
170420,2011,58.74258241758242
170450,2011,54.400323624595465
170500,2011,59.33068493150686
170520,2011,55.566942148760326
170560,2011,58.29671232876712
170575,2011,54.64657534246575
170590,2011,57.79531249999999
170600,2011,58.85835616438357
170610,2011,59.02785923753665
170630,2011,71.69011627906978
170670,2011,57.781917808219184
170671,2011,52.09890410958904
170672,2011,53.578082191780815
170673,2011,56.410136986301374
170674,2011,56.99917808219177
170675,2011,64.73641975308641
170690,2011,59.596084337349396
170700,2011,52.38082191780823
170720,2011,52.369863013698634
170740,2011,53.14944751381215
170780,2011,56.186575342465744
170800,2011,50.159375000000004
170820,2011,51.86876712328767
170840,2011,51.73890410958905
170850,2011,67.90390243902439
170860,2011,53.66684931506848
170880,2011,50.44246575342465
170900,2011,45.618904109589046
170920,2011,51.009863013698634
170960,2011,40.487945205479456
170980,2011,39.5545205479452
170981,2011,69.40880681818182
170990,2011,44.26739726027396
171000,2011,45.439436619718315
171100,2011,47.896875
171110,2011,57.38131868131869
171120,2011,58.144931506849325
171150,2011,56.8027397260274
171160,2011,59.0441095890411
171170,2011,38.873333333333335
171185,2011,39.96666666666666
171190,2011,57.475744680851065
171200,2011,51.30821917808219
171240,2011,50.422465753424646
171280,2011,49.67232876712329
171290,2011,52.08657534246576
171295,2011,52.04383561643836
171300,2011,53.36931506849316
171350,2011,53.24657534246576
171400,2011,50.24054794520548
171450,2011,69.23734939759035
171500,2011,56.28493150684931
171550,2011,55.655068493150694
171600,2011,54.13945205479452
171650,2011,66.0732075471698
171700,2011,47.82821917808218
171750,2011,63.050328947368435
171800,2011,74.60499999999999
171840,2011,63.25616438356165
171860,2011,62.01448467966572
171880,2011,58.38164383561642
171890,2011,49.03205479452054
171900,2011,49.132602739726025
171920,2011,53.95548780487806
171930,2011,52.73301886792454
171950,2011,49.65369863013697
171990,2011,56.886301369863006
172000,2011,55.341095890410955
172005,2011,54.015342465753434
172006,2011,49.71753424657534
172020,2011,55.28356164383561
172030,2011,53.700547945205486
172043,2011,53.5372602739726
172050,2011,34.56964285714286
172100,2011,64.17479452054793
172180,2011,61.79397260273972
172189,2011,53.199999999999996
172190,2011,61.40602739726028
172191,2011,51.53333333333333
172200,2011,63.95561643835616
172320,2011,67.21501706484642
172340,2011,63.81808219178082
172370,2011,63.14794520547945
172375,2011,54.153972602739714
172380,2011,55.941643835616446
172400,2011,53.607123287671236
172410,2011,54.109041095890404
172440,2011,52.22246575342467
172480,2011,56.36785714285715
172500,2011,54.488186813186815
172550,2011,62.55698630136986
172600,2011,60.2758904109589
172620,2011,68.05685714285714
172650,2011,65.70229226361032
172700,2011,65.26565934065934
172734,2011,63.086301369863016
172750,2011,67.80307167235496
172800,2011,60.003287671232876
172820,2011,59.6145205479452
172850,2011,44.325
172900,2011,69.32458100558658
172920,2011,62.05753424657534
172950,2011,64.47369863013698
172960,2011,68.07919254658385
172970,2011,68.4827868852459
172980,2011,67.94619718309859
173000,2011,65.62630136986301
173020,2011,67.51095890410959
173100,2011,71.18328690807797
173200,2011,69.84309392265195
173300,2011,70.34010989010989
173400,2011,69.8107344632768
173500,2011,65.23972602739728
173520,2011,66.06657534246575
173550,2011,70.25815899581588
173700,2011,69.527397260274
173725,2011,63.685479452054786
173750,2011,69.99068493150685
286760,2011,38.63443113772455
286790,2011,-5.70967741935484
286880,2011,34.652054794520545
287660,2011,34.36082191780822
287860,2011,35.307671232876714
288670,2011,35.40191780821919
288790,2011,36.73753424657535
289520,2011,36.542465753424665
289660,2011,35.12383561643835
289780,2011,33.42273972602739
289840,2011,34.571506849315064
298020,2011,35.765479452054805
298070,2011,36.334794520547945
343980,2011,44.88082191780821
346910,2011,48.501369863013686
347980,2011,48.91698630136987
350670,2011,35.771232876712325
350675,2011,36.50657534246576
350780,2011,34.425479452054795
350850,2011,35.21068493150685
351080,2011,41.15150684931507
351730,2011,35.81753424657534
351880,2011,35.79150684931506
352170,2011,42.670410958904114
352290,2011,39.59561643835616
353020,2011,43.5158904109589
353570,2011,36.84438356164383
353580,2011,39.85671232876713
353940,2011,35.76301369863014
353941,2011,39.94294670846396
354060,2011,45.252876712328764
354160,2011,43.37232876712329
354260,2011,41.161643835616445
354970,2011,38.69890410958904
355320,2011,41.89150684931507
355760,2011,40.00438356164384
356710,2011,42.752876712328764
356990,2011,43.0427397260274
357000,2011,49.11123287671232
357460,2011,46.824657534246576
357960,2011,42.805753424657524
358490,2011,47.4868493150685
359250,2011,49.22465753424657
359530,2011,48.66328767123287
359690,2011,49.774794520547964
360030,2011,36.596438356164384
360380,2011,36.44575342465753
361520,2011,37.8186301369863
361770,2011,37.73123287671232
362080,2011,36.54109589041095
363970,2011,38.67095890410959
364280,2011,35.02246575342466
365350,2011,34.16054794520549
366390,2011,40.98109589041096
366860,2011,43.825205479452066
368210,2011,47.91534246575343
368215,2011,37.76685236768802
368590,2011,50.26164383561643
368640,2011,48.5095890410959
368700,2011,48.44712328767124
380010,2011,53.33945205479451
380620,2011,50.3013698630137
380690,2011,52.626849315068505
381110,2011,59.6136
381411,2011,47.55290858725762
381960,2011,51.42575342465753
381980,2011,55.33369863013698
382220,2011,50.007397260273976
382320,2011,54.90684931506849
383280,2011,56.014794520547945
383285,2011,56.485409252669044
383340,2011,53.31561643835618
383410,2011,50.98794520547946
383430,2011,50.30849315068493
384390,2011,57.83972602739725
623050,2011,66.01135734072022
623060,2011,68.11150684931508
623090,2011,68.55095890410958
623180,2011,69.52630136986302
623250,2011,69.5045584045584
623320,2011,70.65137362637365
623330,2011,70.6504109589041
623370,2011,70.10375426621162
623570,2011,70.56225352112675
623660,2011,71.86054794520548
623661,2011,78.83315068493151
623664,2011,64.20518518518517
623870,2011,71.62246575342465
623930,2011,72.166301369863
624030,2011,77.1436813186813
624050,2011,78.12570621468926
624140,2011,80.39090909090909
624170,2011,72.59555555555556
624190,2011,81.97356321839081
624200,2011,72.77643835616436
624230,2011,72.03150684931508
624320,2011,74.77369863013695
624350,2011,77.08219178082192
624400,2011,70.49397260273973
624520,2011,65.32451790633606
624550,2011,73.1038567493113
624580,2011,74.31863013698631
624590,2011,74.22739726027397
624630,2011,76.95342465753426
624639,2011,78.50888888888888
624650,2011,76.46895604395606
624655,2011,66.56501377410467
624760,2011,76.82325581395351
674420,2011,80.64
675610,2011,74.37540983606559
675990,2011,79.0
