stn,year,f0_
110010,2015,49.7635359116022
110080,2015,49.01767955801103
110100,2015,51.70934065934066
110120,2015,51.75659340659341
110162,2015,57.184065934065934
110165,2015,56.04281690140846
110180,2015,51.75248618784529
110190,2015,48.70741758241758
110200,2015,47.704972375690616
110210,2015,48.5290502793296
110220,2015,52.501923076923084
110230,2015,48.9816479400749
110240,2015,46.73701657458563
110250,2015,49.49116022099448
110270,2015,52.74751381215471
110300,2015,53.304670329670344
110320,2015,52.25745856353592
110340,2015,55.84917127071822
110350,2015,54.10247252747252
110360,2015,53.46895604395604
110370,2015,53.62430939226521
110400,2015,53.59668508287293
110510,2015,51.10165745856353
110530,2015,51.050552486187826
110550,2015,51.43204419889504
110590,2015,51.46519337016576
110600,2015,53.0488950276243
110700,2015,53.08563535911602
110750,2015,52.71022099447515
110780,2015,49.42375690607736
110800,2015,52.338397790055254
110820,2015,54.05331491712707
110830,2015,50.52237569060773
110850,2015,52.631767955801095
110900,2015,54.40726256983241
111010,2015,51.60054945054945
111050,2015,51.30607734806631
111100,2015,36.881564245810054
111120,2015,49.50055248618785
111190,2015,42.53333333333334
111200,2015,49.97307692307692
111210,2015,49.94615384615384
111260,2015,35.3978021978022
111270,2015,38.76657458563535
111300,2015,49.83763736263736
111360,2015,45.25331491712708
111370,2015,45.92154696132596
111380,2015,34.11805555555555
111400,2015,48.32458563535911
111410,2015,47.943922651933704
111420,2015,49.77563025210085
111440,2015,48.99038461538463
111460,2015,24.89213836477987
111470,2015,46.09475138121546
111480,2015,43.60138121546962
111490,2015,39.282320441988944
111500,2015,51.15219780219781
111520,2015,50.51759776536313
111530,2015,50.17348066298343
111540,2015,52.26545961002786
111550,2015,41.51373626373627
111570,2015,48.364010989011
111610,2015,43.526243093922645
111650,2015,48.26813186813186
111700,2015,46.63453038674033
111710,2015,46.54642857142857
111730,2015,46.82569060773481
111750,2015,49.901104972375705
111800,2015,41.290607734806635
111820,2015,52.19945054945054
111850,2015,47.74696132596685
111900,2015,53.88093922651934
111920,2015,51.63149171270718
111930,2015,51.34889502762429
111940,2015,54.2389502762431
112010,2015,45.02651933701659
112040,2015,48.85741758241759
112120,2015,38.8
112130,2015,50.524861878453045
112140,2015,46.20552486187845
112200,2015,46.02154696132597
112250,2015,46.49447513812154
112270,2015,49.22541436464088
112290,2015,49.48618784530387
112310,2015,49.96868131868132
112320,2015,48.764917127071826
112340,2015,48.078491620111734
112400,2015,51.21043956043956
112410,2015,42.64364640883978
112420,2015,50.53121546961327
112440,2015,52.01456043956044
112480,2015,52.479834254143654
112520,2015,46.13149171270719
112550,2015,48.99972067039107
112600,2015,44.001657458563535
112610,2015,34.03448275862069
112630,2015,46.865193370165734
112650,2015,36.2442896935933
112700,2015,47.99033149171271
112720,2015,48.46602209944752
112750,2015,47.403591160221
112780,2015,51.081073446327686
112800,2015,47.007734806629834
112850,2015,51.393093922651936
112900,2015,52.90082872928176
112920,2015,51.83922651933703
112960,2015,51.83508287292817
112980,2015,51.80580110497239
113010,2015,48.28591160220994
113020,2015,52.46538461538463
113040,2015,46.0914364640884
113080,2015,42.20883977900552
113100,2015,36.29419889502762
113120,2015,40.500276243093914
113160,2015,30.21408839779005
113180,2015,23.362921348314604
113250,2015,50.364364640883984
113280,2015,44.54143646408839
113300,2015,48.22154696132597
113310,2015,49.84060773480664
113320,2015,52.383286908077984
113370,2015,42.3058011049724
113400,2015,39.10718232044198
113430,2015,25.495879120879128
113450,2015,47.5828729281768
113460,2015,44.863259668508285
113480,2015,43.83674033149173
113490,2015,41.221666666666664
113500,2015,51.412707182320446
113510,2015,44.31574585635359
113520,2015,47.39088397790056
113540,2015,49.42266288951842
113550,2015,48.86988950276243
113560,2015,47.85607734806631
113570,2015,50.03204419889503
113580,2015,45.93812154696132
113590,2015,47.05555555555557
113620,2015,46.96243093922652
113650,2015,47.23149171270717
113660,2015,43.92044198895027
113670,2015,45.83397790055248
113700,2015,49.68646408839781
113750,2015,46.96132596685083
113780,2015,49.358563535911614
113800,2015,51.21795580110498
113820,2015,49.37209944751381
113830,2015,44.8596685082873
113840,2015,42.94432132963988
113850,2015,48.190883977900555
113860,2015,50.58729281767956
113870,2015,53.14392265193369
113890,2015,52.47032967032966
113900,2015,51.97292817679558
113930,2015,52.80635359116021
113950,2015,54.22651933701656
170200,2015,57.67872928176795
170220,2015,58.20906593406594
170222,2015,53.253561253561244
170223,2015,61.94979423868313
170240,2015,60.187087912087904
170260,2015,61.16758241758241
170290,2015,49.666666666666664
170300,2015,59.94944751381215
170310,2015,63.282089552238816
170330,2015,62.286871508379896
170340,2015,61.46675824175824
170380,2015,60.7576923076923
170400,2015,61.67513966480448
170420,2015,62.06914600550964
170450,2015,58.1472067039106
170460,2015,45.91983240223463
170500,2015,60.37747252747253
170520,2015,63.49469273743018
170560,2015,59.88763736263736
